handle,post_handle,post,post_timestamp,post_id
cwonus.org,cyberpuritan.obviously.moe,"idk, you people are supposed to be telling us who is aware of these things, it isn't me",2026-05-04T13:26:05.308Z,at://did:plc:ge43iv5sow44urfxjlarmswc/app.bsky.feed.post/3mkzrjqiw3k2y
cwonus.org,elenacorinne.bsky.social,"No, it’s being caused by the incompetence and foolishness of many people surrounding him, propping him up, giving him a microphone, telling him what to do, and blithely carrying out his ridiculous demands.",2026-05-02T16:47:54.192Z,at://did:plc:q3xfgsarlftdnvxmv27eprym/app.bsky.feed.post/3mkv3urj6622x
cwonus.org,circe.nullspac.es,Dikebreaking,2026-05-04T13:13:44.589Z,at://did:plc:4gc3fyspn55ra6q37aaniyvx/app.bsky.feed.post/3mkzqto4xw22p
cwonus.org,rainy.pet,what does this mean 😭,2026-05-04T12:55:30.591Z,at://did:plc:tzrpqyerzt37pyj54hh52xrz/app.bsky.feed.post/3mkzpt2rpdk23
cwonus.org,rainy.pet,did i just see you post something a little nuanced? you know how we feel about that around here,2026-05-04T12:51:03.269Z,at://did:plc:tzrpqyerzt37pyj54hh52xrz/app.bsky.feed.post/3mkzpl3tpoc23
cwonus.org,troensridder.bsky.social,i have that book! still pending a read tho...,2026-05-04T12:27:53.012Z,at://did:plc:3l325zil4qmn3oayp7fstjox/app.bsky.feed.post/3mkzobnyfts2m
bbbimbotg.bsky.social,moonkist.bsky.social,"coffee stains on white tennis shoes is a thing, i guess",2026-05-04T19:43:05.618Z,at://did:plc:4s7rp3nardct7zx32fmy3ppl/app.bsky.feed.post/3ml2gluvvnc2o
bbbimbotg.bsky.social,marghoul.bsky.social,"Um, I'm not ""a transgender"" I'm ""the transgender"" honey. Maybe jot that down.",2026-05-04T19:48:44.408Z,at://did:plc:7wxviek4hy4b5wszd4q67rd2/app.bsky.feed.post/3ml2gvxyxas2d
bbbimbotg.bsky.social,davinafayette.bsky.social,I don’t know why they hate on me ✌️,2026-05-04T19:55:54.267Z,at://did:plc:44nnz2q5lg3e3a34b43etntw/app.bsky.feed.post/3ml2hcrx7gk23
bbbimbotg.bsky.social,missyfae.bsky.social,"The little trailer thing I uploaded to my chaterbate page. Was fun to cut together 😘💋 🖤 
(Music found DRM free)

✅ onlyfans.com/missy_fae
✅ chaterbate.com/missy_syl5
✅ cash.app/missy0fae

#trans #transgirl #goth #altgirl #anal #girlcock #titties #lush4 #lovense #chaterbate #cam #camgirl #onlyfans",2026-05-04T20:05:06.579Z,at://did:plc:pku36o2by45wnpcx6qy2bcve/app.bsky.feed.post/3ml2htaoil22y
bbbimbotg.bsky.social,tipsyeee.bsky.social,"I got tattoos to make my muscles look cooler, actually",2026-05-04T20:14:08.372Z,at://did:plc:wpzf5pjorg4hkw5oudf22q4z/app.bsky.feed.post/3ml2idfeod222
bbbimbotg.bsky.social,nellbdoodles.bsky.social,Spooky spooky 🥰🥰,2026-05-04T20:15:14.335Z,at://did:plc:3coditqj4r6ogcq3xvpebrx7/app.bsky.feed.post/3ml2ifebw5k2o
bbbimbotg.bsky.social,rileybabyboi.bsky.social,Ever sucked off a cheerleader before? 😏💕,2026-05-04T20:19:15.395Z,at://did:plc:hdmjhhzmou5muf5x5p5zbxjl/app.bsky.feed.post/3ml2imk6fes2v
bbbimbotg.bsky.social,coffinpixie.bsky.social,I love it 😭,2026-05-04T20:20:08.101Z,at://did:plc:za5ncxyk2ibuchixf72qqaiz/app.bsky.feed.post/3ml2io4gzws2y
bbbimbotg.bsky.social,mistressevexxx.bsky.social,Meow,2026-05-04T06:08:05.392Z,at://did:plc:tc7f25ps7cdlxhv3vd22v7lf/app.bsky.feed.post/3mkyz2jznjk2n
bbbimbotg.bsky.social,literallyjustadog.online,"pov, im ur sleep paralysis demon",2026-05-04T06:14:08.591Z,at://did:plc:wpp4lklhvmopw6zcy6qb42ru/app.bsky.feed.post/3mkyzfefyqk2j
bbbimbotg.bsky.social,leaftilde.bsky.social,"HEALTH AND HORNT VIBES

〰️〰️〰️",2026-05-04T07:27:47.612Z,at://did:plc:q4govg4z5u2lqtyno2pkj4zm/app.bsky.feed.post/3mkz5j2p7fs2s
jusdberube.bsky.social,crtpixel.bsky.social,"CASTLEVANIA II: SIMON'S QUEST
KONAMI 1987
NES",2026-05-04T23:07:51.303Z,at://did:plc:567pvhsfhwirlmuvpe4r5clh/app.bsky.feed.post/3ml2rzzhhqc2z
jusdberube.bsky.social,crtpixel.bsky.social,"BATMAN: RETURN OF THE JOKER
SUNSOFT 1991
NES",2026-05-04T23:08:38.616Z,at://did:plc:567pvhsfhwirlmuvpe4r5clh/app.bsky.feed.post/3ml2s3gl6xc2z
jusdberube.bsky.social,nron10.bsky.social,It’s always going to have the bittersweet taste because the blowback led to the third movie in the trilogy becoming a weird retcon to half of what happened in TLJ. It ultimately is what it is but it would have been cool to see an actual sequel to TLJ!,2026-05-04T22:57:45.234Z,at://did:plc:nrl2yixx5sfl457ly4itc224/app.bsky.feed.post/3ml2rhxhjmk2s
jusdberube.bsky.social,nron10.bsky.social,It’s been a while since I’ve seen The Last Jedi. Watching it with the kids tonight and like holy crap it’s so good. Hamill is excellent in it. It’s beautifully shot. It’s weird. It’s fun. It’s thrilling.,2026-05-04T22:46:52.077Z,at://did:plc:nrl2yixx5sfl457ly4itc224/app.bsky.feed.post/3ml2quikqyc2s
jusdberube.bsky.social,archive.org,"RIP Ask Jeeves. The natural-language search engine founded in 1996 was rebranded as Ask in 2006, and officially shut down May 1.

When websites close, the historical record can disappear with them. The #WaybackMachine preserves 30 years of web history: web.archive.org

#90s #90sNostalgia #WebHistory",2026-05-04T23:00:13.174Z,at://did:plc:73dpznbu4wqwtcyurwbiulov/app.bsky.feed.post/3ml2rmeld6o2i
jusdberube.bsky.social,gonintendo.com,"Pokémon Swing Collection keychain line expanding with 5 new options http://gonintendo.com/contents/60517-pokemon-swing-collection-keychain-line-expanding-with-5-new-options

#pokemon",2026-05-04T19:45:01+00:00,at://did:plc:axcdvkvt6iixa66e3kx3mrgj/app.bsky.feed.post/3ml2gpei52c24
jusdberube.bsky.social,dinosaurdracula.bsky.social,I have procured a sealed packet of Undercover Bears Oatmeal from 1990. Let us celebrate. 🐻🥣,2026-05-04T18:56:11.308Z,at://did:plc:6fuado43jiu73mwkxsc3qoyh/app.bsky.feed.post/3ml2dxyxzyc2l
jusdberube.bsky.social,gonintendo.com,"Miyamoto recalls hectic simultaneous development of Super Mario Bros. and Legend of Zelda, and co... http://gonintendo.com/contents/60507-miyamoto-recalls-hectic-simultaneous-development-of-super-mario-bros-and-legend-of

#mario #zelda",2026-05-04T18:10:01+00:00,at://did:plc:axcdvkvt6iixa66e3kx3mrgj/app.bsky.feed.post/3ml2bfihocu2k
jusdberube.bsky.social,luigiblood.bsky.social,We don't think about these renders very much in Mario Artist Paint Studio prototype build #N64 #MarioKart64 #64DD #MarioArtist,2026-05-04T17:07:45.107Z,at://did:plc:yxiitmraor6vordeoxbtiw5p/app.bsky.feed.post/3ml25w46l2c2o
jusdberube.bsky.social,davepozefsky.bsky.social,the internet archive is truly a magical place,2026-04-30T02:43:41.900Z,at://did:plc:63qn75xe6d4dz3ooh53ivkrc/app.bsky.feed.post/3mkolresfb224
jusdberube.bsky.social,foldablehuman.bsky.social,"Ryan Cohen gave an interview on CNBC where he looks high as balls, puts negative effort into trying to explain his plan for GameStop buying eBay, and just keeps repeating “half cash, half stock” when asked how he plans to make up a $16b shortfall in the math.

youtu.be/NxD-KGsvPI0?...",2026-05-04T15:20:04.723Z,at://did:plc:qfa6afnryk6ot6xf4i5ygqek/app.bsky.feed.post/3mkzxvl3ads26
jusdberube.bsky.social,jasonschreier.bsky.social,This interview with GameStop's CEO about his purported $56 billion offer to buy eBay feels like an elaborate prank or some kind of surrealist performance art www.youtube.com/watch?v=NxD-...,2026-05-04T15:51:41.577Z,at://did:plc:2mkgbhbhqvappkkorf2bzyrp/app.bsky.feed.post/3mkzzo42mtc2m
jusdberube.bsky.social,freedomreadproject.bsky.social,"Big news! An old favorite is coming back… Pizza Hut’s Book It Program!!

Help your kids stay motivated, track their progress, and earn free pizza along the way. 🍕

Be sure to download the app to make goals and track progress.

Books + Pizza = Win

#summerreading #bookit",2026-05-04T12:57:33.402Z,at://did:plc:wpyqwhfhwubmtj2ku35uzpp4/app.bsky.feed.post/3mkzpwpvmwk2b
jusdberube.bsky.social,discontinuedfoods.bsky.social,"Tintin Cereal (1966-circa 1974): A sweetened, puffed rice cereal from Quaker, promoting the ""Tintin"" comic/cartoon series, and released exclusively in Quebec, where the series had developed a passionate fandom among children a 🧵",2026-05-04T12:23:46.990Z,at://did:plc:xav3zyko74nb5mwr4cng6ngo/app.bsky.feed.post/3mkzo2degxl26
jusdberube.bsky.social,consumertc.bsky.social,"Happy May the 4th! In 1996, McDonald's considered a Star Wars Happy Meal for the first time, featuring McDonaldland characters with detachable costumes based on the movie. Here's concept art for The Hamburglar dressed as Yoda!",2026-05-04T13:05:02.834Z,at://did:plc:45s5274bcu52jxscdcf3jrd2/app.bsky.feed.post/3mkzqe4jccc2w
luxxsilverbeard.bsky.social,beachmilf53.bsky.social,"Monochrome 
Monday 
Moment🖤🤍",2026-05-04T20:16:37.594Z,at://did:plc:3jwixjkk5srluzmdh4kaio2b/app.bsky.feed.post/3ml2ihtosqk2h
luxxsilverbeard.bsky.social,ella90.bsky.social,2 has won. Thank you for the answers.,2026-05-04T20:30:44.153Z,at://did:plc:lpssttsij74gjxic6xy5ae6a/app.bsky.feed.post/3ml2jb2zhq22f
luxxsilverbeard.bsky.social,emo-porn.bsky.social,"➡️ Cheap Porn: flirtydeals.com

#gothstyle #fetish #sex #altgoth #pornstars #anus #ass #topless #NSFW #gooner #hotgirl #onlyfans #gothicmodel #skyhub #emo Alt Porn Emo Porn Goth Porn",2026-05-04T19:47:19.176299+00:00,at://did:plc:q2bvornhrcvznhvqk27rwgfj/app.bsky.feed.post/3ml2gtgsgd327
luxxsilverbeard.bsky.social,hakusu.bsky.social,🐶,2026-05-04T19:49:56.917Z,at://did:plc:2xqs34yi43z5r365hj7orftv/app.bsky.feed.post/3ml2gy55qt22h
luxxsilverbeard.bsky.social,zeusherashare.bsky.social,"May the 4th be with you! 🤓✌️

#monochromemonday #staygroovy",2026-05-04T19:54:45.083Z,at://did:plc:7zxtivzhzjouiekxy6w75kyr/app.bsky.feed.post/3ml2hapy5ps2g
luxxsilverbeard.bsky.social,girlonthenet.bsky.social,"“You know,” he murmurs, teasing the head of his solid prick against the entrance to my cunt, “someone told me recently how much they liked being teased before they got fucked.”

Shit. Yeah. OK. I did say that, didn’t I?

#ICYMI yesterday's blog. Hot hot hot unngh.",2026-05-04T19:56:50.512Z,at://did:plc:pznhxcvrmy6iuvgast2oktlu/app.bsky.feed.post/3ml2hehtidc2t
luxxsilverbeard.bsky.social,wonderfullust.bsky.social,Pull them to the side baby,2026-05-04T19:58:27.502Z,at://did:plc:5impuluvf7ppspk7z76k5csq/app.bsky.feed.post/3ml2hhe3kyc2e
luxxsilverbeard.bsky.social,bmoviesdcups.bsky.social,World Gone Wild (1987),2026-05-04T20:01:28.110Z,at://did:plc:vghzdpvgs64u6tyfk3osxs65/app.bsky.feed.post/3ml2hmqe6i224
luxxsilverbeard.bsky.social,gym-porn.bsky.social,"➡️ Cheap Porn: flirtydeals.com

#melons #porn #fitbody #pilatesbody #goon #babe #fitnessgirls #OF #erotica #anus #bodybuilding #goonsky #ass #NSFWpilates #activewear Gym Porn #Gym",2026-05-04T20:07:43.139660+00:00,at://did:plc:3hwdcko2xqgrj2sromkhwyvk/app.bsky.feed.post/3ml2hxw2kt62m
luxxsilverbeard.bsky.social,milf-porn.bsky.social,"This MILF knows how to play! → flirtydeals.com/brazzers 🩷

#uncensored #boobs #agingbackwards #soccermom #mommy #maturewoman #erotica #milfnextdoor #babe #silverqueen #realwomen #butthole #sensual #vagina #maturebeauty MILF Porn #MILF",2026-05-04T20:10:34.305842+00:00,at://did:plc:2gxxhjv6ioyatkjww3c7mrbk/app.bsky.feed.post/3ml2i4zbuna27
luxxsilverbeard.bsky.social,emo-porn.bsky.social,"➡️ Cheap Porn: flirtydeals.com

#vagina #sexygothgirls #fetish #darkbeauty #melons #pussy #hotgirl #porn #butthole #boobs #jugs #anus #sexygoth #gothgirl #alternativegirl Alt Porn Emo Porn Goth Porn",2026-05-04T20:17:19.569041+00:00,at://did:plc:q2bvornhrcvznhvqk27rwgfj/app.bsky.feed.post/3ml2ij3rech2e
luxxsilverbeard.bsky.social,ella90.bsky.social,I do remember about it 🫠,2026-05-04T20:21:25.107Z,at://did:plc:lpssttsij74gjxic6xy5ae6a/app.bsky.feed.post/3ml2iqfuqek2f
luxxsilverbeard.bsky.social,hotnet.bsky.social,pounding Eva,2026-05-04T20:20:47.900Z,at://did:plc:oig3psbx53afecw6s4fjqzzg/app.bsky.feed.post/3ml2ipcfbfs2r
luxxsilverbeard.bsky.social,solongandgoodnite.bsky.social,"No, I do not have a hucow fantasy.

No, you don't need to know why I know what a hucow is.",2026-05-04T20:08:49.996Z,at://did:plc:p7x2eg2wjcmblucrb5nbrvki/app.bsky.feed.post/3ml2hzvqlbs2i
luxxsilverbeard.bsky.social,solongandgoodnite.bsky.social,Not me wishing I was a cow 😭,2026-05-04T20:08:05.623Z,at://did:plc:p7x2eg2wjcmblucrb5nbrvki/app.bsky.feed.post/3ml2hylghas2i
luxxsilverbeard.bsky.social,ravenheart-666.bsky.social,May the 4th be with you ✨,2026-05-04T20:27:12.816Z,at://did:plc:msw6mc4446lbedanpdv2kzim/app.bsky.feed.post/3ml2j2ri4t225
luxxsilverbeard.bsky.social,channel4news.bsky.social,"Calls to boycott Met Gala over Jeff Bezos connection

www.channel4.com/news/calls-t...",2026-05-04T18:47:21.486Z,at://did:plc:572hutetu6rfcrof4jyzm6xi/app.bsky.feed.post/3ml2di7p3qc2p
luxxsilverbeard.bsky.social,forestfr1ends.bsky.social,,2026-05-04T19:16:41.520Z,at://did:plc:naaruemcpxlmwgbfq55llgo3/app.bsky.feed.post/3ml2f4o76ts2o
luxxsilverbeard.bsky.social,shewithcapitalv.bsky.social,I'm game. X,2026-05-04T19:17:22.543Z,at://did:plc:nu5xkdthhkesobdae6icde44/app.bsky.feed.post/3ml2f5vcyhk2t
luxxsilverbeard.bsky.social,juxtaposedwithyou.bsky.social,Shall we run away and not bother with work tomorrow?,2026-05-04T18:51:49.972Z,at://did:plc:vkytdmstevvgvnv3scexs7oq/app.bsky.feed.post/3ml2dq7qn3s2f
luxxsilverbeard.bsky.social,craftycow.bsky.social,Banksy excelled herself with her modelling this morning so I have a good choice of pics to sell this cat sofa.,2026-05-04T18:05:35.143Z,at://did:plc:pgpsnak23tcsi5qkp37z33u4/app.bsky.feed.post/3ml2b5jhsxk2a
luxxsilverbeard.bsky.social,lunabelle.bsky.social,"@chadbourn.bsky.social 
@ginny65.bsky.social 
@nachonachoman.net 

Book rec.

Lucky to get an ARC, it's out next week and it's flipping amazing. 

Almost impossible to describe where it sits - bit fantastical, bit Secret History but a whole lot of brilliant.

www.waterstones.com/book/solace-...",2026-05-02T15:52:35.422Z,at://did:plc:zgrr4ofg6awbycnu7cir46bs/app.bsky.feed.post/3mkuyruifs22v
luxxsilverbeard.bsky.social,lunabelle.bsky.social,"Wow, it's got a lovely vibe. 

Shame (for you) it was busy, but even with anxiety you go there so that's a huge win xx

Maybe you can go back when it might not be so busy to have a better look.  Did you manage to get anything - if not you definitely have to go back.",2026-05-04T19:27:27.930Z,at://did:plc:zgrr4ofg6awbycnu7cir46bs/app.bsky.feed.post/3ml2fpwnwpc2e
luxxsilverbeard.bsky.social,nachonachoman.net,Not there sadly. But I ended up at Waterstones and bought a horror book. X,2026-05-04T19:36:00.304Z,at://did:plc:f52munrcauabhtzghcilgyy3/app.bsky.feed.post/3ml2g77cew22f
luxxsilverbeard.bsky.social,mipha13.bsky.social,"Some of you might remember this one from last year. It would be a shame not to post it again in honor of this day, right?

(Monochrome, because it’s Monochrome Monday. And maybe it even counts as an early Titty Tuesday pic?)

MTFBWY!

CW: nipple",2026-05-04T19:36:59.737Z,at://did:plc:wpezwofr7oolqejhsdm5cf5j/app.bsky.feed.post/3ml2gaxyhp22d
dutmoth.bsky.social,sarahmillican.bsky.social,Very happy to report that I am now the sort of person who owns one of these. #lego,2026-05-04T16:44:28.478Z,at://did:plc:2bn7ssxkp74wf5hfpxtvumdz/app.bsky.feed.post/3ml24miavik2j
dutmoth.bsky.social,cliffchapman.bsky.social,"Horrendous.

Where?",2026-05-04T16:30:52.208Z,at://did:plc:eldnerjubllbun5cvq6amfxd/app.bsky.feed.post/3ml23u5sdsc2y
dutmoth.bsky.social,o10tam.bsky.social,,2026-05-04T13:03:44.796Z,at://did:plc:sfxwgdfz7fa4jo5rzsecdvwp/app.bsky.feed.post/3mkzqbs3of227
dutmoth.bsky.social,stevepeers.bsky.social,Huge if true,2026-05-04T14:31:21.543Z,at://did:plc:oazod3zfweyhy4cmyoa4yxqv/app.bsky.feed.post/3mkzv6hctfk24
dutmoth.bsky.social,chubbybannister.bsky.social,A lovely afternoon of probate life admin,2026-05-04T14:22:44.818Z,at://did:plc:iujrrbxtb2dpt4cc5szvj7x4/app.bsky.feed.post/3mkzup2jn5c2i
dutmoth.bsky.social,adamroberts.bsky.social,"*Austin Powers voice*
Oh be-hive!",2026-05-04T13:48:10.768Z,at://did:plc:ulkx4memujdk522qvscab5ho/app.bsky.feed.post/3mkzsrakzfs2z
dutmoth.bsky.social,vonhitchofen.bsky.social,"Wise move, SKS. Stay there",2026-05-04T14:02:50.891Z,at://did:plc:pllbcbt7vohftfakoejhuke7/app.bsky.feed.post/3mkztlhw2o225
dutmoth.bsky.social,pulpthorn.bsky.social,Southbound again.,2026-05-04T14:03:26.797Z,at://did:plc:zrf6a2cizk4exzugdqwaqlsr/app.bsky.feed.post/3mkztmk5u3s2b
dutmoth.bsky.social,jowolff.bsky.social,"May the tired old cliche be with you. (No, never see the movie.)",2026-05-04T14:13:09.858Z,at://did:plc:givg3amslsq46o3f25ga5esh/app.bsky.feed.post/3mkzu5w7bqk2r
valarie.bsky.social,acjaggard.bsky.social,Breaking news: Media intended for a specific frame to be available in said frame,2026-05-04T17:44:03.551Z,at://did:plc:iutcneqf24vxdffuhm23ioqd/app.bsky.feed.post/3ml27wzpes22h
valarie.bsky.social,kphbritt.bsky.social,"My late husband planted these white tulips when we moved into this house 27 years ago.
They are my favorite flower. 
This patch was once crammed full of these lovely stems. 
Over the years this is all that’s left.

But, still they come every Spring to tell me that he loves me.",2026-05-04T17:25:12.977Z,at://did:plc:z6ejouokkakwccw4l4qt5ves/app.bsky.feed.post/3ml26vdizls27
valarie.bsky.social,anandimish.bsky.social,"And yet they lived content, amiable lives ツ",2026-05-04T16:49:03.588Z,at://did:plc:wpbpvnaqap6vgjk66vwd3iex/app.bsky.feed.post/3ml24uomhp22u
valarie.bsky.social,thehemicane.bsky.social,Rocked a Star Wars shirt to my salon app which is moot bc I’m the only one under 70 that goes there on a Monday morning. My hair sorceress appreciated it tho,2026-05-04T16:32:36.779Z,at://did:plc:uwi67ksxdi5j2doflyri2z3y/app.bsky.feed.post/3ml23xbjg2k2n
valarie.bsky.social,grantrintoul.bsky.social,"Enjoyed seeing more, and more varied, work by one of my favourite artists, Joan Eardley, at the Gallery of Modern Art today.",2026-05-04T16:05:40.195Z,at://did:plc:j2ac64adjoeqz4cy4dxrhlck/app.bsky.feed.post/3ml22h3thjs2n
valarie.bsky.social,michaelhobbes.bsky.social,"TIL the infamous ""inkblot test"" always uses the same 10 inkblots",2026-05-04T15:26:17.218Z,at://did:plc:j76trmiofvaxxpvx2vnb2vwf/app.bsky.feed.post/3mkzyaocxwc2e
valarie.bsky.social,seebee10.bsky.social,,2026-05-04T15:41:37.814Z,at://did:plc:ppg63qnavp46plsegqlva7o5/app.bsky.feed.post/3mkzz44begk25
valarie.bsky.social,dillo.media,just learned about beekeeping dogs who sniff out bad larvae 🥹,2024-07-24T01:55:58.543Z,at://did:plc:yr6tximkbhfbrzmk3s6az3fe/app.bsky.feed.post/3kxyme7z7nk2j
valarie.bsky.social,tobytram.bsky.social,The village has put a new lock on this gate that stands alone.,2026-05-04T15:20:17.344Z,at://did:plc:3csvzoz4k6npddqwdyp7zbgu/app.bsky.feed.post/3mkzxvx4mes2c
valarie.bsky.social,oddthisday.bsky.social,I maintain that this is not teatime. Negotiations intensify,2026-05-04T14:30:48.080Z,at://did:plc:vckf3haopb3yncclmf7o2m3f/app.bsky.feed.post/3mkzv5hfrl22z
valarie.bsky.social,mariephillips.bsky.social,"Just watched yet another show of which the premise is ""what if [repellant male behaviour] only it's a woman""? Written and directed by men of course. Yes, what if patriarchy didn't exist, and women behaved exactly the way men do, and you never had to examine your own fantasies? What if that?",2026-05-04T14:03:52.521Z,at://did:plc:mmjtwwcezi7calrmttlw4xqh/app.bsky.feed.post/3mkztncooe226
valarie.bsky.social,andrewmale.bsky.social,There is no end to the horrors of Australian fauna. “Venomous processionary caterpillars” isn’t even the most terrifying triumvirate of words in this article.,2026-05-04T12:56:14.844Z,at://did:plc:pzrrpdporfdlinmlcqstyqpb/app.bsky.feed.post/3mkzpueyb4c22
valarie.bsky.social,sanctorium.bsky.social,"The moment was all; the moment was enough.

Virginia Woolf, The Waves",2026-05-04T12:03:23.263Z,at://did:plc:zconh7ajt2rxwyh6ow3ealj6/app.bsky.feed.post/3mkzmvuda3k2v
valarie.bsky.social,staggerlee42.bsky.social,"This ❤️❤️❤️❤️❤️❤️❤️
It distils lived experience so beautifully and is my favourite book by Woolf.",2026-05-04T12:44:40.184Z,at://did:plc:4luwxl2s7nlirxesrmrmmp56/app.bsky.feed.post/3mkzp7oiva223
valarie.bsky.social,godysseypodcast.com,"The Navajo's old Black God was slowly making the lights in the night's sky. Coyote became impatient, throwing the bag of stars, making the Milky Way. Black God did not illuminate them all: some stars are bright, some dim, and some sections of night have no stars. #MythologyMonday",2026-05-04T12:11:12.761Z,at://did:plc:vwsmrnnbuh3azpsvqmhgeslr/app.bsky.feed.post/3mkzndu36a22c
valarie.bsky.social,andrewlhipp.bsky.social,Listen for the black-throated green!,2026-05-04T12:09:36.555Z,at://did:plc:ln2nxy65snp4j2aefjhm7q7n/app.bsky.feed.post/3mkznayd72k2a
valarie.bsky.social,andrewlhipp.bsky.social,"Three new birds in the neighborhood this morning. Carolina Wren, black throated green warbler, chipping Sparrow. Downers Grove this morning.",2026-05-04T11:56:21.505Z,at://did:plc:ln2nxy65snp4j2aefjhm7q7n/app.bsky.feed.post/3mkzmjc47zc2v
valarie.bsky.social,andrewmale.bsky.social,I’m meant to be working so naturally I’m looking through the 1932 Broadcasting House souvenir book and looking for haunted/liminal spaces.,2026-05-04T11:04:05.071Z,at://did:plc:pzrrpdporfdlinmlcqstyqpb/app.bsky.feed.post/3mkzjlsywek23
valarie.bsky.social,xrayeyes.bsky.social,"Birra!

Marcello Mastroianni in 8½, Federico Fellini (1963)",2026-05-04T12:02:11.831Z,at://did:plc:stirtcvyguliezsbzcmamqhd/app.bsky.feed.post/3mkzmtq7cbk2b
valarie.bsky.social,tobytram.bsky.social,"Star Wars - just gonna say that the beautiful audio filter on “we’re passing through the magnetic field” is possibly responsible for a lifelong interest in electronic music. The whole trench run, how we cut from clean to distorted pilot chatter, is extraordinary. What a strange brew this film is.",2026-05-04T11:48:53.359Z,at://did:plc:3csvzoz4k6npddqwdyp7zbgu/app.bsky.feed.post/3mkzm3wpuhk2b
valarie.bsky.social,farsouthproject.bsky.social,"In the library today, I took an hour or so off from writing to explore some Francis Bacon painting images. Thinking of drawing on them for Butoh inspiration.",2026-05-04T11:40:58.220Z,at://did:plc:wu6zjsy75du2u2jipy6p2sb4/app.bsky.feed.post/3mkzlnrmb5s24
valarie.bsky.social,seanjcostello.bsky.social,"With immense labour and immense patience they extricated from the long day the grain of pleasure: this sun, this music, the rattle of the miniature cars, the ghost train diving between the grinning skeletons under the Aquarium promenade, the sticks of Brighton rock, the paper sailors’ caps. #Holiday",2026-05-04T10:50:38.385Z,at://did:plc:6omnwdzw6h5ybmpdd2mde2nc/app.bsky.feed.post/3mkzitroo6s2m
valarie.bsky.social,seanjcostello.bsky.social,Something for the weekend,2026-05-04T09:06:18.057Z,at://did:plc:6omnwdzw6h5ybmpdd2mde2nc/app.bsky.feed.post/3mkzcz7doe22m
baust528.bsky.social,ogre-run.bsky.social,"Bonus Post: While YU-NO is widely considered a masterpiece, what of Hiroyuki Kanno’s earlier games? Here, I translate two reviews of Kanno’s directorial debut, Desire, revealing how Kanno’s style was received within the wider context of eroge. 

Free to read: www.patreon.com/collection/2...",2026-05-04T00:14:52.170Z,at://did:plc:45w67ihm447u4yehauvpdeii/app.bsky.feed.post/3mkyfcwlnsk2z
baust528.bsky.social,bowloflentils.bsky.social,"Last night I finished playing Shinsetsu Mahou Shoujo, a freeware SRPG visual novel. The characters' skimpy outfits make it difficult to recommend, but this game charmed the heck out of me. It had the vibes of a surprisingly good web comic discovered on someone's personal website from the 2000s.",2026-05-04T12:42:29.656Z,at://did:plc:kcpmnuzppn4wgragsvmsgifk/app.bsky.feed.post/3mkzp3rzii22b
untidymusic.com,cheercaptain.wang,Every genre flick has a title like this now. I’m calling it Giallo by way of Fall Out Boy song titles.,2026-05-04T13:46:20.989Z,at://did:plc:huirvlbebto2nxduzf2euhit/app.bsky.feed.post/3mkzsnxuimc2k
untidymusic.com,iheartnoise.bandcamp.com,"Dig into IHN archives

band.codes/ihn/ihndigs0...",2026-05-04T12:44:18.034Z,at://did:plc:ykwur7rcw2nofxhwacigulyq/app.bsky.feed.post/3mkzp6zevfc2k
richardthesod.bsky.social,slurmsmackenzie.bsky.social,Paul W S Anderson > Paul T Anderson,2026-05-04T19:09:47.697Z,at://did:plc:kyoyauvzgyj76migrbcgupeg/app.bsky.feed.post/3ml2eqdk6w22e
richardthesod.bsky.social,jimmywim.bsky.social,Don't forget Nextdoor. An absolute cesspool. Way worse than Facebook.,2026-05-04T10:29:15.178Z,at://did:plc:lcoruot6k3hir44en3v3jhtf/app.bsky.feed.post/3mkzhnjve3c2x
