tweet_id,text,author_id,username,created_at,like_count,retweet_count,reply_count,quote_count,url,keyword,sync_timestamp
2061455641021927758,"New York lawmakers inserted two gun-control laws into the state’s Fiscal Year 2027 budget on Wednesday, one of which bans the popular Glock family of pistols.
Democratic Gov. Kathy Hochul signed the budget into law late after it was passed by the heavily Democratic state https://t.co/N1oY7c4AXy",1520065193283395587,MagaMalinois,2026-06-01 14:31:39+00:00,0,0,0,0,https://x.com/i/web/status/2061455641021927758,gun control,2026_06_01-14:32:18
2061455606419243366,"All gun control laws are invalid as lawmakers do not have the authority to restrict a constitutionally protected right. So do you know how stupid you look trying? SCOTUS, just rule that to stop the nonsense.",45492157,DonnWiley,2026-06-01 14:31:31+00:00,0,0,0,0,https://x.com/i/web/status/2061455606419243366,gun control,2026_06_01-14:32:18
2061455440743968895,"We repealed Biden's gun control, and crime kept falling anyway.

Offended by this, I left the ATF and joined Everytown. Now I insist crime is going to spike any day now, despite this prediction continuing to be wrong. - Former ATF Industry Operations Assistant Director

So many https://t.co/MR8YZPUUsM",61630178,gunrights,2026-06-01 14:30:51+00:00,2,0,0,0,https://x.com/i/web/status/2061455440743968895,gun control,2026_06_01-14:32:18
2061452328100884616,"Well, its pride month.
The month every year people regurgitate lazy talking points and eat up lies by LoTT, priming them for a July and August of ""well maybe conservatives should support gun control"".
Same every year.
Because no one pays attention.",1261770995024621568,TheGenCatton,2026-06-01 14:18:29+00:00,0,0,0,0,https://x.com/i/web/status/2061452328100884616,gun control,2026_06_01-14:32:18
2061450540324733421,"Democrat governors in Maryland and Virginia are facing fierce resistance from sheriffs and prosecutors over immigration enforcement and gun control laws. 17 Maryland sheriffs sued over a law limiting ICE… #Politics #Immigration #GunControl #StateVsFederal
https://t.co/CKAeVKBcxe",1851702109432864768,AutonomusRepost,2026-06-01 14:11:23+00:00,0,0,0,0,https://x.com/i/web/status/2061450540324733421,gun control,2026_06_01-14:32:18
2061444821420580931,"There's a joke about gun control: If there's a gun around, I want to be in control of it.

It's not really a joke, and it can be extended: If there's power, politicians want to be in control of it.",18053549,rficwizard,2026-06-01 13:48:39+00:00,0,0,0,0,https://x.com/i/web/status/2061444821420580931,gun control,2026_06_01-14:32:18
2061442766274494588,Blue State Sneaks Two Gun Control Laws Past Voters In Budget Bill https://t.co/3c6hVvzSjO via @@CDNNow,635004482,FirebaughNorman,2026-06-01 13:40:29+00:00,0,0,0,0,https://x.com/i/web/status/2061442766274494588,gun control,2026_06_01-14:32:18
2061424122526097707,"There’s no way bro I actually found the perfect girl

Yesterday we were talking about gun control (I’m very anti gun control and she believes in limited gun control)
She says to me “What about all the black people?  What happens when they get guns?”

You know what?  You right 😭",1609089595236401153,KLeonidasII,2026-06-01 12:26:24+00:00,0,0,1,0,https://x.com/i/web/status/2061424122526097707,gun control,2026_06_01-14:32:18
2061421663393104101,"Mental Health, Gun Control, and the Unaddressed Issue of Red Flag Laws

https://t.co/pYbnH8Av6D",1971350249655660544,Suzy1270847,2026-06-01 12:16:38+00:00,0,0,0,0,https://x.com/i/web/status/2061421663393104101,gun control,2026_06_01-14:32:18
2061406238340964554,Blue State Sneaks Two Gun Control Laws Past Voters In Budget Bill https://t.co/39j2hKtvCU via @@CDNNow 🔫🔫🔫🔫🔫,1752983071576477696,Ethn5745Michael,2026-06-01 11:15:20+00:00,0,0,0,0,https://x.com/i/web/status/2061406238340964554,gun control,2026_06_01-14:32:18
2061455704951505364,Protecting coral reefs is vital for sustainability. Everglades faces threats from climate change. Global campaigns protect its future. Actions like recycling drive meaningful change. Communities drive conservation initiatives. 💎 🚩 🌂 https://t.co/hVGGW97wMY,2434341211,MairaMomade,2026-06-01 14:31:54+00:00,0,0,0,0,https://x.com/i/web/status/2061455704951505364,climate change,2026_06_01-14:32:18
2061455533157024121,The health of coral reefs affects global ecosystems. Everglades struggles with climate change. Communities drive conservation initiatives. Efforts in tree planting promote a sustainable future. Scientists lead restoration efforts. 🧳 https://t.co/61yo8psODs,514811817,The_Suneriks,2026-06-01 14:31:13+00:00,0,0,0,0,https://x.com/i/web/status/2061455533157024121,climate change,2026_06_01-14:32:18
2061455497757114844,Protecting rainforests is vital for sustainability. Great Barrier Reef faces threats from climate change. Global campaigns protect its future. Actions like tree planting drive meaningful change. Scientists lead restoration efforts. 🚀 🍁 https://t.co/N1vHGDw85j,2557788081,sergio_nava1973,2026-06-01 14:31:05+00:00,0,0,0,0,https://x.com/i/web/status/2061455497757114844,climate change,2026_06_01-14:32:18
2061455420238266866,Protecting wetlands is vital for sustainability. Amazon faces threats from climate change. Global campaigns protect its future. Actions like recycling drive meaningful change. Communities drive conservation initiatives. 🍁,1884235770,esperanza1829,2026-06-01 14:30:46+00:00,0,0,0,0,https://x.com/i/web/status/2061455420238266866,climate change,2026_06_01-14:32:18
2061455378475335889,The health of rainforests affects global ecosystems. Everglades struggles with climate change. Scientists lead restoration efforts. Efforts in reducing emissions promote a sustainable future. Communities drive conservation initiatives. 🍀 💰 🌸 https://t.co/aylpYcfjFx,1594595460,rilyaenok,2026-06-01 14:30:36+00:00,0,0,0,0,https://x.com/i/web/status/2061455378475335889,climate change,2026_06_01-14:32:18
2061455190453002618,The health of wetlands affects global ecosystems. Everglades struggles with climate change. Communities drive conservation initiatives. Efforts in recycling promote a sustainable future. Global campaigns protect its future. 🧢,342727301,cosiminoo,2026-06-01 14:29:52+00:00,0,0,0,0,https://x.com/i/web/status/2061455190453002618,climate change,2026_06_01-14:32:18
2061455084030980496,"At UN ECOSOC Operational Activities for Development Segment, @UruguayONU (G77 and China) highlights coordinated GA and ECOSOC roles in promoting and implementing development priorities, notes issues such as inequalities and climate change which require fresh attention.",250716147,GlobalActionPW,2026-06-01 14:29:26+00:00,0,0,0,0,https://x.com/i/web/status/2061455084030980496,climate change,2026_06_01-14:32:18
2061455047402070045,The health of rainforests affects global ecosystems. Great Barrier Reef struggles with climate change. Scientists lead restoration efforts. Efforts in tree planting promote a sustainable future. Communities drive conservation initiatives. 🌱,4716863946,titiyasu5,2026-06-01 14:29:17+00:00,0,0,0,0,https://x.com/i/web/status/2061455047402070045,climate change,2026_06_01-14:32:18
2061454709953614071,Protecting coral reefs is vital for sustainability. Amazon faces threats from climate change. Communities drive conservation initiatives. Actions like recycling drive meaningful change. Global campaigns protect its future. 🍄 🚀,1138760971,niallmyirishpri,2026-06-01 14:27:57+00:00,0,0,0,0,https://x.com/i/web/status/2061454709953614071,climate change,2026_06_01-14:32:18
2061454690525589991,"Haven't seen people debate climate change in awhile, the coastlines are saved, grift is finished.",1817288821932765184,ReichNeverDies,2026-06-01 14:27:52+00:00,0,0,0,0,https://x.com/i/web/status/2061454690525589991,climate change,2026_06_01-14:32:18
2061455255272145389,"Raman deleted her abortion video. 

What a dumb fucking bitch. https://t.co/tBDCZ54RpQ",819034558058229760,Alt_Azn,2026-06-01 14:30:07+00:00,0,0,0,0,https://x.com/i/web/status/2061455255272145389,abortion,2026_06_01-14:32:18
2061455007896182941,"Abortion is simply an adult m*rdering an innocent child because they feel inconvenienced. 

Nothing about it is normal.",137472360,AbbyJohnson,2026-06-01 14:29:08+00:00,3,1,1,0,https://x.com/i/web/status/2061455007896182941,abortion,2026_06_01-14:32:18
2061454792019304841,"Pope Leo Holds ‘Multi-Faith Prayer’ With Far-Left Chicago Mayor Who Celebrated ‘Abortion Provider Day’
https://t.co/rzG1R24lth",1034088253761220608,complicitclergy,2026-06-01 14:28:17+00:00,1,1,1,0,https://x.com/i/web/status/2061454792019304841,abortion,2026_06_01-14:32:18
2061454561081196629,"If you abhorrent abortion, but celebrate the suicide of gay people, you are not pro life.",1144603343613882368,GMoney662,2026-06-01 14:27:21+00:00,0,0,0,0,https://x.com/i/web/status/2061454561081196629,abortion,2026_06_01-14:32:18
2061454520706617471,"When faced with the brutal realities of late-term abortion—a left foot with five tiny toes, half a cranium attached to the rosebud of an ear—arguments against a fetus’s humanity become very hard to make. 

Quibbles about personhood quiet when the pieces of a child are https://t.co/w3yYj1OKPe",15762819,ErickaAndersen,2026-06-01 14:27:12+00:00,0,0,1,0,https://x.com/i/web/status/2061454520706617471,abortion,2026_06_01-14:32:18
2061454290401603762,"#Stanford Online paid for an #ad on left-wing #facebook, but blocked the ability to comment on it ... maybe they don't want honest people to point out that Stanford is an #abortion school?",103776355,stevencwelsh,2026-06-01 14:26:17+00:00,0,0,0,0,https://x.com/i/web/status/2061454290401603762,abortion,2026_06_01-14:32:18
2061454259741151500,@BLACKPINK LISA DIDNT EVER HAVE AN ABORTION IT WAS A LITTLE DISTORTION TO LET THE DEMON HUNTERS HUNT WITHOUT yall IN THE KNOW SO HOWS THAT FOR A SHOW... IT WILL GO ON UNLIKE euphoria THAT WAS SOURCERY AND THAT IS WHY ALL INVOLVED ARE ON 310S TO YUMA VERY SOONA...,1650067082174767107,THEREAL0017,2026-06-01 14:26:10+00:00,0,0,0,0,https://x.com/i/web/status/2061454259741151500,abortion,2026_06_01-14:32:18
2061454215453540775,"Today you celebrate LGBTQ bill,happy for you but remember in the near future you won’t also have the right to use contraceptive,abortion right and antibiotics,they will come for each one of us. Glory  be to the  US Christians lobbyist group",1738048524330127360,redjungle_077,2026-06-01 14:25:59+00:00,0,0,0,0,https://x.com/i/web/status/2061454215453540775,abortion,2026_06_01-14:32:18
2061453181079458238,Abortion is murder,1607285325289738240,LivingSacrifce,2026-06-01 14:21:52+00:00,0,0,0,0,https://x.com/i/web/status/2061453181079458238,abortion,2026_06_01-14:32:18
2061453088041369962,Your daily reminder that abortion kills a child every time.,525249347,Antiochean,2026-06-01 14:21:30+00:00,0,0,0,0,https://x.com/i/web/status/2061453088041369962,abortion,2026_06_01-14:32:18
2061455630033096886,Exclusive: Meet the Kids’ Book Character Challenging the Left’s Pro-Illegal Immigration Narrative https://t.co/LzybzRPOO1,264934281,NorCalCrush,2026-06-01 14:31:36+00:00,0,0,0,0,https://x.com/i/web/status/2061455630033096886,immigration,2026_06_01-14:32:18
2061455576161284567,"Just came across this and thought it was a rather good summary of Churchill's actions on immigration in the 50s.
https://t.co/xMALLDelHS",1547976276362665984,ThreeJacques,2026-06-01 14:31:24+00:00,0,0,0,0,https://x.com/i/web/status/2061455576161284567,immigration,2026_06_01-14:32:18
2061455568187904055,"SA politics always dances around the immigration issue, but local municipalities are feeling the strain every day. It's not sustainable to expect local clinics, housing, and infrastructure to cope when the system doesn't even know how many people are actually in the country.",870248282777411584,THATDAILYHOOK,2026-06-01 14:31:22+00:00,0,0,0,0,https://x.com/i/web/status/2061455568187904055,immigration,2026_06_01-14:32:18
2061455530036453892,Exclusive: Meet The Kids’ Book Character Challenging The Left’s Pro-Illegal Immigration Narrative https://t.co/bbX4e8rQFg,1823936288992428032,FletchTex48,2026-06-01 14:31:13+00:00,0,0,0,0,https://x.com/i/web/status/2061455530036453892,immigration,2026_06_01-14:32:18
2061455499103523111,"🔔 MAJOR IMMIGRATION ENFORCEMENT UPDATE: The Trump–Vance administration has reportedly announced the cancellation of approximately 80,000 visas as part of a stated national security effort. Reported figures include roughly 16,000 cases linked to drunk driving offenses, 12,000 https://t.co/lW3aLjdX3q",252899097,johnfkjr6,2026-06-01 14:31:05+00:00,0,0,0,0,https://x.com/i/web/status/2061455499103523111,immigration,2026_06_01-14:32:18
2061455476517208332,"At Central Chambers Law, we are committed to delivering expert legal advice, strong representation, and practical solutions tailored to your needs. Whether you require assistance with Criminal Defence, Family Law, Civil Litigation, or Immigration matters, our experienced team is https://t.co/JkMjx9bBgh",1605565797119795200,CCLSolicitors,2026-06-01 14:31:00+00:00,0,0,0,0,https://x.com/i/web/status/2061455476517208332,immigration,2026_06_01-14:32:18
2061455471127437453,"After the Biden administration clamped down on the flow of illegal guns, Trump has referred fewer ATF trafficking charges for prosecution, eased up on irresponsible gun shops and shifted hundreds of ATF agents to immigration work. https://t.co/9ot3vojhLY @AlecMacGillis",22278303,charlesornstein,2026-06-01 14:30:58+00:00,1,0,0,0,https://x.com/i/web/status/2061455471127437453,immigration,2026_06_01-14:32:18
2061455270895632724,"Immigration nonprofits fair game for investigations, says new House task force leader Brandon Gill https://t.co/2DWx66kinc via @JustTheNews",373033271,Wil_Johnson1,2026-06-01 14:30:11+00:00,0,0,0,0,https://x.com/i/web/status/2061455270895632724,immigration,2026_06_01-14:32:18
2061455264650248398,"""When pro-immigration and pro-ICE demonstrators converged outside a Newark detention facility, the curfew line revealed something the cameras mostly missed.""

— Yasmine F.

https://t.co/SqVwykW0ex",1915554894154444800,the_americanum,2026-06-01 14:30:09+00:00,0,0,0,0,https://x.com/i/web/status/2061455264650248398,immigration,2026_06_01-14:32:18
2061455253900292230,The Immigration Problem Masterclass https://t.co/EYHfXrM0VG,1267610235105132544,americanmoment,2026-06-01 14:30:07+00:00,0,0,0,0,https://x.com/i/web/status/2061455253900292230,immigration,2026_06_01-14:32:18
2061453938390712430,Enforce your second amendment right against tyranny. https://t.co/NbchMFJKS3,1827202223316856832,Rumplefurskin,2026-06-01 14:24:53+00:00,0,0,0,0,https://x.com/i/web/status/2061453938390712430,second amendment,2026_06_01-14:32:18
2061450642237825263,"I’m honored to be the only candidate in the Attorney General’s race to receive an A rating from the NRA.

In the State Senate, I proudly voted for Constitutional Carry to protect the rights of law-abiding South Carolinians and defend the Second Amendment.

As Attorney General, I https://t.co/sWlTdNmrj7",2698216466,ScSenGoldfinch,2026-06-01 14:11:47+00:00,2,2,0,0,https://x.com/i/web/status/2061450642237825263,second amendment,2026_06_01-14:32:18
2061444181961376171,"📍 LOS ANGELES COUNTY

🗳️⏳ Less than 48 hours until Election Day.

This election is about public safety, leadership, and the future of our Sheriff’s Department.

👮‍♂️ Supporting our deputies.
🛡️ Defending the Constitution.
🇺🇸 Protecting the Second Amendment.
🤝 Restoring https://t.co/YPifyPPUZF",1894976852181295105,oscar4lasheriff,2026-06-01 13:46:07+00:00,1,0,0,0,https://x.com/i/web/status/2061444181961376171,second amendment,2026_06_01-14:32:18
2061437621268877549,"On Law &amp; Society:

Defending The Second Amendment

https://t.co/8uN76aZ1nW",1368799567190237188,NoOneUnscripted,2026-06-01 13:20:03+00:00,0,0,0,0,https://x.com/i/web/status/2061437621268877549,second amendment,2026_06_01-14:32:18
2061428661069168689,"While at Starbase, I wondered what to do after the excitement of watching Starship 12 launch.

Well, there’s a practice range by Starbase called “Massey’s” and I went and it was great! 

We are a nation who has the Second Amendment, that is important! https://t.co/5MVZ3hvYXD",1233929232432205827,gailalfaratx,2026-06-01 12:44:26+00:00,71,5,11,0,https://x.com/i/web/status/2061428661069168689,second amendment,2026_06_01-14:32:18
2061427131968520243,"As of May 2026, only 29 states have enacted Constitutional Carry, with North Carolina on the brink. Republicans must unite to overcome Democratic opposition and ensure Second Amendment rights are upheld across the nation. 
https://t.co/bSI0ahcWFi",1893347445481828352,xlibhomocon,2026-06-01 12:38:22+00:00,1,0,0,0,https://x.com/i/web/status/2061427131968520243,second amendment,2026_06_01-14:32:18
2061424654628294661,"Paxton’s opponent supports:

- open borders
- higher taxes
- big government 
- stripping parental rights 
- medically abusing children
- stripping women’s rights
- identity politics
- gutting the second Amendment
- fraud in govt
- and more

It’s easy to decide who to vote for.",1768827390799798272,Liberalsofthew,2026-06-01 12:28:31+00:00,0,0,0,0,https://x.com/i/web/status/2061424654628294661,second amendment,2026_06_01-14:32:18
2061422387732664378,Meet a Sheriff taking a Bold Stand for the Second Amendment! https://t.co/LHnVTjBzgc,1871557773835517952,EricRZehr,2026-06-01 12:19:31+00:00,18,2,1,1,https://x.com/i/web/status/2061422387732664378,second amendment,2026_06_01-14:32:18
2061399758032298400,"This is will be a rare liberal post:

LGBTQ rights begin in the womb.

The second amendment is for EVERYONE. You deserve to feel safe and defend yourself.

You deserve to be happy. 

You are loved by God. 

Happy Pride Month! 🏳️‍🌈🏳️‍⚧️

#PrideMonth #LGBTQ #ProLife",1548430050273271809,ConservativeGG3,2026-06-01 10:49:35+00:00,6,0,4,0,https://x.com/i/web/status/2061399758032298400,second amendment,2026_06_01-14:32:18
2061387513051087212,"Constitutional Carry’s march has slowed, but in states like North Carolina, Michigan, and Wisconsin, the next wave of Second Amendment victories may already be taking shape.

https://t.co/o5HQfQNXip",749016639287414784,theamgreatness,2026-06-01 10:00:56+00:00,2,0,0,0,https://x.com/i/web/status/2061387513051087212,second amendment,2026_06_01-14:32:18
2061447171627700665,"Businesses and human capital are the economic engines. 30 states restricted the reproductive rights of over 26 million. This is on Us. Pull your ads, relocate, pull out of pensions in these states. Reproductive rights are human rights. #AbortionbanExit https://t.co/pTZIRLmfO7",1569393812,StopVirtuaStalk,2026-06-01 13:58:00+00:00,0,0,0,0,https://x.com/i/web/status/2061447171627700665,reproductive rights,2026_06_01-14:32:18
